"Genus","ACM01","ACM07","ACM11","ACM14","ACM16","ACM21","ACM22","ACS01","ACS02","ACS03","ACS05","ACS07","ACS13","ACS15","ACS16","ACS19","ACS21","ACW01","ACW02","ACW06","ACW09","ACW10","ACW16","ACW19","ACW20","APM02","APM19","APM21","APW05","APW06","TCM01","TCM02","TCM03","TCM04","TCM05","TCM06","TCM09","TCM10","TCM12","TCM13","TCS04","TCS06","TCS09","TCS10","TCS11","TCS13","TCS16","TCS17","TCW01","TCW02","TCW03","TCW07","TCW09","TCW11","TCW12","TCW13","TCW14","TCW17","TPS03","TPS13"
"Merdimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.297193631643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesorhizobium",0,0,0,0,0,0,251.940679449907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.77225540132,0,7686.17691348286,0,0,0,0,0,0,0,0,0,0,0,0,3193.69299999758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanobrevibacter",0,0,0,0,0,4145.13113713785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.243236596069,0,0,662.415696286587,2353.80804055511,0,2046.99799250829,0,3391.6520619887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyloceanibacter",0,0,0,0,0,0,0,0,3889.88842059715,5231.1156958519,2389.04428926922,2903.26563391541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909.41078428007,0,4217.03316446552,0,2735.27283581582,0,4067.36869195896,0,0,0,0,0,0,0,0,0,0,2461.12109903459,0
"Methylocystis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.38194946751,0,10285.5123298473,0,1418.95819869535,0,2743.31488509313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695.18764478709,0,0,1005.04666849463,0,0,0
"Methylopumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.4572205382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylorubrum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.29951333012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium",0,6101.44767006231,0,2185.42043640938,0,0,5644.37504274321,0,0,0,0,0,0,0,7281.40213397864,0,0,0,8848.52604003914,0,0,0,0,1516.51412183367,3523.96102464368,0,4640.54016434715,1578.28528127048,0,577.034518367505,0,0,0,0,0,0,0,0,0,0,0,0,11723.820186292,0,0,0,0,0,0,0,0,0,0,0,0,1298.69965926812,0,0,0,0
"Microcella",0,1886.81189643219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724.35722771889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.52816665921,0,0,0,0
"Micrococcus",0,0,0,0,2174.07160714536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microlunatus",0,0,0,0,0,0,1155.01055885331,0,0,0,0,0,8563.22845754668,0,5362.10477327243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628.86026303004,1323.61363795571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084.43612643012,0
"Micromonospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10584.1030716224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microvirga",0,0,0,0,0,0,0,0,3098.43092511922,2168.27391467097,0,1115.95813161027,0,0,4849.7499693551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440.94920769511,1230.61023569609,0,0,1984.12293329729,0,2406.37974560342,0,0,0,0,0,0,0,0,0,0,1827.68224375801,0
"Minicystis",0,0,0,0,0,0,0,1507.60718760838,1513.59024682642,0,0,895.132494259826,3781.08300470974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191.52184923915,2095.44726457429,950.505359528544,0,0,0,0,0,0,0,0,0,0,0,0,0,1609.77927754287,0
"Mitsuaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287.563704085,0,0,0
"Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.0222975802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mizugakiibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639.61194318266
"Modestobacter",2714.13611422691,0,0,0,0,0,0,4138.381729985,3498.97389120051,6586.59664593763,5488.29325106958,1776.46338618525,11097.7655475503,11460.1090299713,3492.9585441666,0,5284.79220585808,1281.94708170234,2061.64221737449,911.662835417633,2473.01159594864,5911.81126669938,0,0,0,0,419.230306155197,0,877.619957324493,0,0,0,0,684.305748993939,0,0,0,0,0,0,12126.5142912296,2686.59499358256,2252.29978515681,5661.19276572618,2836.31609948869,6318.06019980222,7627.23263253661,6074.64155292572,22515.6124255606,0,0,6197.9251374694,0,5692.00278772726,0,1709.26480193002,1656.27588736615,1431.91896303982,3035.43899448535,4319.74949230257
"Moraxella_g2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.181706583751,0,0
"Morchella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.379190180045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.369922951533,0,0,0,0,0,0,0,0,0,5186.36049248676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium",0,0,0,0,0,0,0,4246.4269117636,4771.85322091076,0,0,0,0,0,7713.78621453322,0,0,0,0,6881.54247538956,15164.7741518367,0,6815.35928116383,0,4547.78189085068,0,0,0,2625.07955320287,0,0,0,0,0,0,0,0,0,0,0,20984.4263476264,3178.32639374258,0,0,2802.87614547543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3376.79532584124
"Mycolicibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770.58151885678,3103.64256743448,3286.93212695299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycolicibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.335804826841,1399.1478587073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycolicibacterium",0,923.466576745301,0,0,0,0,0,0,0,0,0,1992.35987984483,0,0,5436.6537526784,0,0,0,0,24028.1382599452,86284.0990145343,0,25081.4734115759,0,23212.1329990252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5784.24670448639,15001.8531470948,0,2889.00936035808,0,0,6200.82975909761,0,0,0,0,0,0,690.332211578609,0,4554.6162516701,0,3998.26605450574,3182.47031180698
"Nakamurella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031.79854780975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877.70408444178,0,0,0,0,0,0,0,0,0,0,0,0,0,2560.7821455981,4867.68231875982
"Nannocystis",0,0,0,0,0,0,0,0,0,0,0,1127.78807646833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.21760002929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naumannella",0,0,0,0,0,0,975.375724626696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nevskia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.160012823789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFJT_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.253811075334,0,0,791.495814252087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nickievirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029.08720557819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitratireductor",2652.51788893094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.80354570878,0,0,954.558687287727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides",0,5739.41123904362,0,1632.13188683619,0,0,2625.98259761465,3054.16089422998,58723.8353396585,15284.472577932,6694.30118555645,32946.3964296954,0,20417.274001863,53179.1756002454,0,20892.3516050268,0,0,0,3071.02301576161,0,0,0,1287.02987432095,0,0,0,3277.07026617975,0,0,0,0,0,0,0,0,0,0,0,0,42560.377124266,45643.1045031509,29795.8660416962,21053.9977131392,49435.0529595006,55515.2617709145,40330.3376144242,0,0,0,0,0,0,0,0,0,0,54833.8456533018,11683.3932618139
"Nocardiopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6086.43487740622,0,0,0,0,0,0,3792.51882634258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nonagvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036.8601490906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nonomuraea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735.544418130843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570.27483525295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nosocomiicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706.56262310351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nouzillyvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.256755748291,0,701.460125009102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noviherbaspirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7826.86776787552,4157.49580303413,0,0,0,5590.61603145192,1466.02755814852,11625.4099436785,0,0,0,0,3095.0631407078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.353670293874,0,0,0,513.348666844479,0,0,0
"Novosphingobium",0,0,0,0,0,0,293.365903275752,0,0,0,0,0,0,0,0,0,0,0,4694.28846255598,0,1728.69334420993,0,45099.4856532263,6378.56192584149,20644.9816232997,0,0,0,2750.34268540965,0,0,0,0,882.16786841733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47395.717547136,0,1165.34763899821,0,0,38196.3532563502,4054.94168915888,0,0,0
"Occallatibacter",0,0,0,0,0,0,0,1162.11387378146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906.93208611732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oerskovia",0,0,0,0,945.798443186056,0,0,0,0,0,0,0,0,0,1867.79079311664,0,0,0,0,0,0,0,0,0,0,1038.6808287823,1045.88657318875,610.026485719814,0,350.365884869665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella",0,20197.410395708,0,0,585.32697115452,3784.80057156789,256.836387720234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20854.484986761,0,0,0,0,0,0,0,0,0,0,0,3512.9909571792,0,3217.24651211913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ornithinibacter",0,0,0,0,0,0,0,0,0,0,0,1049.90760615277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.1063323963,1920.72243797035,0,0,0,0,0,0,0,0,0,0,0,1843.58250774444,0,0,0,2494.90450464934,0
"Ornithinicoccus",0,0,0,0,0,0,1361.38349209479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ornithinimicrobium",0,6675.38879396667,0,0,362.228155618434,0,13600.6541679124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oryzihumus",2536.61694135044,554.392720501625,0,0,0,0,0,2795.35499369054,2486.0623519757,5439.26999166031,3784.5677563183,810.351222777067,8757.70237262871,6293.9200022272,1485.55784416243,806.005486912298,3503.14522593968,1303.02159266858,987.242341943058,558.771469696693,2934.6593665881,6199.61422069105,1911.43181933193,0,1520.53287889448,295.213178209788,471.223620887239,0,806.819056511967,0,689.878288452538,0,0,850.885319891892,0,0,0,0,0,0,8552.8425144791,2051.44193504255,1599.92809394443,4105.94396436854,2037.81053092953,4099.20292196789,5820.95917518281,5452.50435040386,21507.3529566637,0,0,4977.60827102465,0,5224.96666155476,0,1937.21056913591,1587.90536569985,1239.27252918616,1824.30390319654,3244.59060317859
"Oryzisolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.571338664328,0,0,0
"Oryzobacter",0,1107.22156873103,0,0,0,0,0,0,0,0,0,1483.67225094828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580.30930031881,2306.21480095949,0,0,0,0,9038.59709324213,0,0,0,0,0,0,1406.73165510485,0,0,0,2893.54869090339,0
"Oscillibacter",0,0,485.953371597639,511.687906748134,0,1253.84399753681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.950571285989,0,0,0,0,0,3166.26265627464,0,630.34335278756,5418.43131550632,2434.24034016177,829.369089295954,1542.83121661228,0,1027.92097828155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ottowia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.866967546403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAC000741_g",0,0,0,0,0,626.257182226761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.678441210068,662.070829820077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAC001207_g",0,0,0,0,0,686.09067097454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.25998780489,0,0,1199.85836927021,630.828531625756,0,1191.66692484513,0,1483.90867291261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAC001778_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.850994527522,0,0,1048.48259456522,705.942993241889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAC001920_g",0,0,0,0,0,0,0,0,0,0,0,1739.00189413473,6895.85374299086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243.52451323005,0,3356.63641861641,1489.59795149996,3222.03773975053,0,0,0,0,0,0,0,0,0,0,0,0,2956.04799129068,0
"PAC002801_g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.336917957006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAC002828_g",0,0,0,0,0,1523.75951344346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926.540407750984,0,0,2041.81277509063,1169.25962816618,1421.21565112813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenarthrobacter",0,0,0,0,0,0,0,0,1767.78097530108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paeniglutamicibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.53319546663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracnuella",0,567.685634815486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus",0,1563.09033608286,0,0,1520.58531281919,0,2031.34233924185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.825069312853,0,0,0,2577.07867308603,0,0,3848.53553234191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.414278945515,0,0,0,0,0,0,0,0,0
"Paraconexibacter",0,0,0,0,0,0,0,4820.57398237779,4671.71747939044,7788.43990149811,7781.62262490333,2829.32847855253,4676.93825287453,7984.11031560457,5977.47271236892,0,9223.49722898386,0,0,0,2553.97751264541,1696.34446999793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8011.70725560123,4118.2504763401,3251.0754529014,6843.96601381748,3131.1956939693,8480.08705738022,11755.8576779167,5505.3273204293,12681.8090341119,0,0,0,0,3372.39002773721,0,0,0,0,5025.28158519416,3263.70453898524
"Paracraurococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.169919105063,0,0,0,0,722.791613789409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.211421591797,0,0,0,0,0,0,492.837510344588,0,0,0
"Paradevosia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.974704722058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parapedobacter",0,0,0,0,0,0,398.058741671976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pararheinheimera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41470.8620202583,0,0,0,0,0,0
"Patulibacter",0,0,0,0,0,0,0,6377.17840358344,4296.20844868923,12211.7186874269,10620.5270167192,2852.98836826865,3261.42319883479,12368.4808622856,7252.93797820546,0,11552.7050967934,0,0,0,1930.39790861241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5266.0813783417,5357.82338091013,1880.28617611834,7312.28322991257,3622.6616847703,11551.4006390596,15747.085298897,3647.71954120129,9768.33199736446,0,0,0,0,2889.7860306923,0,0,0,0,6805.66706109152,2042.00547534362
"Paucibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.41377711805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.736809770633,0,708.018326528654,0,0,0,5839.98205899657,0,0,0
"Pediococcus",0,1792.97956009905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3729.83620946171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedobacter",0,0,0,0,0,0,10039.2146977214,0,0,0,0,0,0,0,0,1012.25604921982,0,0,8462.42631224953,0,0,0,3303.63591791221,0,4186.47398732419,0,0,0,0,307.269236120439,0,0,0,0,0,0,1059.8364921816,0,0,0,0,0,0,0,0,0,0,0,0,0,1920.76816374072,0,2107.21282360266,0,0,0,0,2672.48442131225,0,0
"Pedobacter_g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.40222317174,0,0,0,0
"Pedococcus",0,0,0,0,0,0,0,0,5440.06672682522,0,0,4078.37348981597,0,0,1874.56797306263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370.29901483381,0,4957.62783177867,4358.34067306212,5181.4517946755,0,0,0,0,0,0,0,0,1037.29605750223,0,0,0,2388.48677696287,0
"Peduovirus",1386.41006915915,345.615772160392,311.462761452899,2163.23342690268,3462.42334977659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42331.5697838259,2779.72679498988,4673.43119382735,0,0,0,0,71.4532532499327,0,0,0,0,3189.46147532079,689.787372821846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pelagibacterium",0,0,0,0,0,0,2371.40576755765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pelomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551.94455675916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919.119786416249,0,0,0,0,0,2827.69082524878,0,0,0
"Peribacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.105625042351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perlucidibaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.711689791925,0,0,0,0
"Petrimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.708310634245,0,0,663.190028739269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.391418487385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phenylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.57719288214,0,0,1295.45466714828,0,0,0,0,0,0,0,0,0,1178.15881039061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.986246183841,0,0,0,3619.52997783682,0,0,1783.90086114324,0,0,0
"Phreatobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726.129221691,0,0,0,0,1036.33846024488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.73899438503,0,0,0,0,0,1853.9806458512,0,0,0
"Phycicoccus",0,0,0,0,0,0,0,0,0,0,0,3347.8743948308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420.58101229689,4044.19025109005
"Phyllobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.190870087522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pisciglobus",0,623.203100479259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscinibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.783103859699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132.24728987054,0,0,0,0,0,0,2180.44988680779,0,0,0
